artist,attack,cardClass,collectible,cost,dbfId,flavor,health,id,name,playerClass,rarity,referencedTags/0,set,text,type,mechanics/0,howToEarnGolden,race,howToEarn,playRequirements/REQ_MINION_TARGET,playRequirements/REQ_TARGET_MIN_ATTACK,playRequirements/REQ_TARGET_TO_PLAY,mechanics/1,targetingArrowText,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MAX_ATTACK,elite,faction,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,playRequirements/REQ_TARGET_WITH_DEATHRATTLE,playRequirements/REQ_TARGET_WITH_RACE,durability,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,overload,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,entourage/7,entourage/8,entourage/9,spellDamage,classes/0,classes/1,classes/2,multiClassGroup,playRequirements/REQ_STEALTHED_TARGET,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_FROZEN_TARGET,referencedTags/1,collectionText,playRequirements/REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT,mechanics/2,mechanics/3,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,referencedTags/2
Jaemin Kim,2,HUNTER,true,1,41357,They’re just baby teeth. Lots and lots of baby teeth.,1,UNG_914,Raptor Hatchling,HUNTER,RARE,,UNGORO,<b>Deathrattle:</b> Shuffle a 4/3 Raptor into your deck.,MINION,DEATHRATTLE,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,2,NEUTRAL,true,2,976,"""Death will rise, from the tides!""",1,EX1_506,Murloc Tidehunter,NEUTRAL,FREE,,CORE,<b>Battlecry:</b> Summon a 1/1 Murloc Scout.,MINION,BATTLECRY,Unlocked at Rogue Level 53.,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efrem Palacios,,DRUID,true,6,1995,Druidic recycling involves putting plastics in one bin and enemy minions in another bin.,,GVG_031,Recycle,DRUID,RARE,,GVG,Shuffle an enemy minion into your opponent's deck.,SPELL,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutthapon Petchthai,1,ROGUE,true,4,2763,How much more poisoned can a blade get?  The answer is a lot.  A lot more poisoned.,,AT_034,Poisoned Blade,ROGUE,EPIC,,TGT,Your Hero Power gives this weapon +1 Attack instead of replacing it.,WEAPON,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozhill Studio,2,HUNTER,true,3,40428,He's gonna do it his way.,2,CFM_316,Rat Pack,HUNTER,EPIC,,GANGS,"[x]<b>Deathrattle:</b> Summon a
number of 1/1 Rats equal
 to this minion's Attack.",MINION,DEATHRATTLE,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hideaki Takamura,3,WARRIOR,true,3,2711,"""Four out of three orcs struggle with math."" - Angry Zurge",3,AT_066,Orgrimmar Aspirant,WARRIOR,COMMON,,TGT,<b>Inspire:</b> Give your weapon +1 Attack.,MINION,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,4,WARRIOR,true,4,28,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,3,NEW1_011,Kor'kron Elite,WARRIOR,FREE,,CORE,<b>Charge</b>,MINION,CHARGE,Unlocked at Level 44.,,Unlocked at Level 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Prescott,,PRIEST,true,1,376,Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.,,CS1_129,Inner Fire,PRIEST,COMMON,,EXPERT1,Change a minion's Attack to be equal to its Health.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesper Esjing,6,NEUTRAL,true,5,38528,"Not so much ""corrupted"" as ""has terrible aim"".",6,OG_147,Corrupted Healbot,NEUTRAL,RARE,,OG,<b>Deathrattle:</b> Restore 8 Health to the enemy hero.,MINION,DEATHRATTLE,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,,PALADIN,true,1,2899,You have chosen poorly.,,LOE_027,Sacred Trial,PALADIN,COMMON,,LOE,"<b>Secret:</b> After your opponent has at least 3 minions and plays another, destroy it.",SPELL,SECRET,"Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Bozonnet,,PRIEST,true,1,40373,You'd be insane NOT to drink it!,,CFM_603,Potion of Madness,PRIEST,COMMON,,GANGS,Gain control of an enemy minion with 2 or less Attack until end of turn.,SPELL,,,,,0,,0,,,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Mafayon,1,NEUTRAL,true,1,40608,"""Oh, I'm not serious about it.  I only pirate on the weekends.""",1,CFM_325,Small-Time Buccaneer,NEUTRAL,RARE,,GANGS,Has +2 Attack while you have a weapon equipped.,MINION,,,PIRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Kasber,0,SHAMAN,true,2,41105,"Emits a sound only murlocs can hear, which is good because it’s REALLY annoying.",3,UNG_201,Primalfin Totem,SHAMAN,RARE,,UNGORO,"At the end of your turn, summon a 1/1 Murloc.",MINION,,,TOTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,2,PALADIN,true,3,40636,"Wickerflame spent years as a recruit for the Goons, never making the big-time because he always fired his chest-cannon too slowly.  ""Hey,"" he thought, ""maybe if I keep my beard lit on fire, I can do this faster.""  BOOM, promoted.",2,CFM_815,Wickerflame Burnbristle,PALADIN,LEGENDARY,,GANGS,"[x]<b>Divine Shield</b>. <b>Taunt</b>.
Damage dealt by this minion
also heals your hero.",MINION,DIVINE_SHIELD,,,,,,,TAUNT,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Sass,4,ROGUE,true,4,38825,Quick! Before I drown! Let me sharpen your sword for you.,4,OG_267,Southsea Squidface,ROGUE,COMMON,,OG,<b>Deathrattle:</b> Give your weapon +2 Attack.,MINION,DEATHRATTLE,,PIRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutchapol Thitinunthakorn,7,NEUTRAL,true,8,2047,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",7,GVG_079,Force-Tank MAX,NEUTRAL,COMMON,,GVG,<b>Divine Shield</b>,MINION,DIVINE_SHIELD,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Alexander,,DRUID,true,0,254,"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.",,EX1_169,Innervate,DRUID,FREE,,CORE,Gain 2 Mana Crystals this turn only.,SPELL,,Unlocked at Level 36.,,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,2,ROGUE,true,2,40696,"Is it just me, or is there something fishy about that ferryman?",3,CFM_693,Gadgetzan Ferryman,ROGUE,RARE,,GANGS,<b>Combo:</b> Return a friendly minion to your hand.,MINION,COMBO,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Zoltan Boros,4,NEUTRAL,true,5,41410,"He's doing his best, but his mom thinks that if he had just applied himself in school Kalimos would be working for HIM.",5,UNG_816,Servant of Kalimos,NEUTRAL,RARE,DISCOVER,UNGORO,"[x]<b>Battlecry:</b> If you played
an Elemental last turn,
 <b>Discover</b> an Elemental.",MINION,BATTLECRY,,ELEMENTAL,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustav Schmidt,2,SHAMAN,true,3,41479,NONE SHALL PASS until at least an hour after eating.,4,UNG_938,Hot Spring Guardian,SHAMAN,COMMON,,UNGORO,"<b>Taunt</b>
<b>Battlecry:</b> Restore 3 Health.",MINION,BATTLECRY,,ELEMENTAL,,,,,TAUNT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Mafayon,4,NEUTRAL,true,5,38888,Cults need pharmacists too.,4,OG_295,Cult Apothecary,NEUTRAL,COMMON,,OG,"<b>Battlecry:</b> For each enemy minion, restore 2 Health to your hero.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skan Srisuwan,5,NEUTRAL,true,5,2500,It takes a lot to wind him up.,5,AT_096,Clockwork Knight,NEUTRAL,COMMON,,TGT,<b>Battlecry:</b> Give a friendly Mech +1/+1.,MINION,BATTLECRY,,MECHANICAL,,0,,,,Give +1/+1.,,,,,,0,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Komarck,4,NEUTRAL,true,9,436,Malygos hates it when mortals use magic.  He gets so mad!,12,EX1_563,Malygos,NEUTRAL,LEGENDARY,,EXPERT1,<b>Spell Damage +5</b>,MINION,,,DRAGON,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,5,NEUTRAL,true,6,512,When a Water elemental and an Ice elemental love each other VERY much...,5,EX1_283,Frost Elemental,NEUTRAL,COMMON,,EXPERT1,<b>Battlecry:</b> <b>Freeze</b> a character.,MINION,BATTLECRY,,ELEMENTAL,,,,,FREEZE,Freeze a character.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leo Che,3,NEUTRAL,true,3,734,"Mind Control technology is getting better, but that's not saying much.",3,EX1_085,Mind Control Tech,NEUTRAL,RARE,,EXPERT1,"[x]<b>Battlecry:</b> If your opponent
has 4 or more minions, take
 control of one at random.",MINION,BATTLECRY,,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,9,WARRIOR,true,9,41425,He's a terror at concerts.,7,UNG_933,King Mosh,WARRIOR,LEGENDARY,,UNGORO,<b>Battlecry:</b> Destroy all damaged minions.,MINION,BATTLECRY,,BEAST,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaemin Kim,1,NEUTRAL,true,2,2901,It's amazing what you can do with super glue!,1,LOE_029,Jeweled Scarab,NEUTRAL,COMMON,DISCOVER,LOE,"<b>Battlecry: Discover</b> a
3-Cost card.",MINION,BATTLECRY,"Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",BEAST,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Pascenko,5,DRUID,true,4,2780,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,4,AT_039,Savage Combatant,DRUID,RARE,,TGT,"<b>Inspire:</b> Give your hero
+2 Attack this turn.",MINION,INSPIRE,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Azevedo,3,NEUTRAL,true,4,41241,He spends a lot of time keeping himself in stoneshape.,5,UNG_070,Tol'vir Stoneshaper,NEUTRAL,RARE,DIVINE_SHIELD,UNGORO,"[x]<b>Battlecry:</b> If you played an
Elemental last turn, gain
 <b>Taunt</b> and <b>Divine Shield</b>.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAUNT,,,,,,,,,,,,,,,,
Michael Sutfin,,ROGUE,true,0,180,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",,CS2_072,Backstab,ROGUE,FREE,,CORE,Deal $2 damage to an undamaged minion.,SPELL,,Unlocked at Level 36.,,Unlocked at Level 1.,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Trent Kaniuga,7,DRUID,true,6,2002,Crushes buildings with his BEAR hands.,6,GVG_034,Mech-Bear-Cat,DRUID,RARE,,GVG,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",MINION,,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,PART_007,PART_006,PART_005,PART_001,PART_003,PART_002,PART_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zontini,1,NEUTRAL,true,1,242,"ADD ME TO YOUR DECK, MAGGOT!",1,CS2_188,Abusive Sergeant,NEUTRAL,COMMON,,EXPERT1,<b>Battlecry:</b> Give a minion +2 Attack this turn.,MINION,BATTLECRY,,,,0,,,,Grant +2 Attack.,,,,,ALLIANCE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,1,WARLOCK,true,5,41194,"Hi, Tar here. Long time lurking, first time taunting…",7,UNG_049,Tar Lurker,WARLOCK,COMMON,,UNGORO,"<b>Taunt</b>
Has +3 Attack during your opponent's turn.",MINION,TAUNT,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,2,NEUTRAL,true,4,2532,"Ironically, the natural enemy of the snobold is THE CANDLE.",6,AT_093,Frigid Snobold,NEUTRAL,COMMON,,TGT,<b>Spell Damage +1</b>,MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,3,NEUTRAL,true,3,755,"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in.",3,EX1_590,Blood Knight,NEUTRAL,EPIC,DIVINE_SHIELD,EXPERT1,<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,4,SHAMAN,true,4,39008,"Will be really useful in the new ""Hearthémon"" game.",5,OG_328,Master of Evolution,SHAMAN,RARE,,OG,<b>Battlecry:</b> Transform a friendly minion into a random one that costs (1) more.,MINION,BATTLECRY,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,1,NEUTRAL,true,2,749,He's in charge of the Annual Scarlet Monastery Blood Drive!,1,EX1_012,Bloodmage Thalnos,NEUTRAL,LEGENDARY,,EXPERT1,<b>Spell Damage +1</b>. <b>Deathrattle:</b> Draw a card.,MINION,DEATHRATTLE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Gimaldinov,2,NEUTRAL,true,3,453,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",3,EX1_103,Coldlight Seer,NEUTRAL,RARE,,EXPERT1,<b>Battlecry:</b> Give your other Murlocs +2 Health.,MINION,BATTLECRY,,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Mafayon,2,WARRIOR,true,4,38738,"He thought the set was called ""Flippers of the Old Cods"" and hungrily volunteered to be in it.  He is definitely going to get his hearing checked.",6,OG_218,Bloodhoof Brave,WARRIOR,COMMON,,OG,"<b>Taunt</b>
<b>Enrage:</b> +3 Attack.",MINION,ENRAGED,,,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Moeller,,SHAMAN,true,3,629,"An umbrella won't be effective, I'm afraid.",,EX1_259,Lightning Storm,SHAMAN,RARE,,EXPERT1,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),SPELL,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,1,WARLOCK,true,1,48,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",3,CS2_065,Voidwalker,WARLOCK,FREE,,CORE,<b>Taunt</b>,MINION,TAUNT,Unlocked at Level 36.,DEMON,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcleo Vignali,4,NEUTRAL,true,5,2683,"The ethereals have their own jousting tournament, and Saraad is the reigning champion.  Also he won the ethereal hot dog eating contest.",5,AT_127,Nexus-Champion Saraad,NEUTRAL,LEGENDARY,,TGT,<b>Inspire:</b> Add a random spell to your hand.,MINION,INSPIRE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,8,NEUTRAL,true,8,2945,This was the only job he could get after the dinosaur theme park debacle.,8,LOE_073,Fossilized Devilsaur,NEUTRAL,COMMON,TAUNT,LOE,"<b>Battlecry:</b> If you control a Beast, gain <b>Taunt</b>.",MINION,BATTLECRY,"Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gino Whitehall,2,HUNTER,true,2,2011,For the times when a regular bazooka just isn't enough.,,GVG_043,Glaivezooka,HUNTER,COMMON,,GVG,<b>Battlecry:</b> Give a random friendly minion +1 Attack.,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donato Giancola,1,NEUTRAL,true,1,922,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",2,CS1_042,Goldshire Footman,NEUTRAL,FREE,,CORE,<b>Taunt</b>,MINION,TAUNT,Unlocked at Paladin Level 57.,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Sass,,MAGE,true,3,2542,It's always Huffer.,,AT_005,Polymorph: Boar,MAGE,RARE,CHARGE,TGT,Transform a minion into a 4/2 Boar with <b>Charge</b>.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,2,NEUTRAL,true,3,38547,"C’Thun’s recruiting pitch involves cookies, which is why it’s the most popular Old God.",1,OG_162,Disciple of C'Thun,NEUTRAL,RARE,,OG,<b>Battlecry:</b> Deal 2 damage. Give your C'Thun +2/+2 <i>(wherever it is)</i>.,MINION,BATTLECRY,,,,,,,RITUAL,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Baxa,3,NEUTRAL,true,3,570,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,3,EX1_083,Tinkmaster Overspark,NEUTRAL,LEGENDARY,,EXPERT1,"[x]<b>Battlecry:</b> Transform
another random minion
into a 5/5 Devilsaur
 or a 1/1 Squirrel.",MINION,BATTLECRY,,,,,,,,Transform a minion into a 5/5 or a 1/1 at random.,,,,true,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean O’Daniels,,PRIEST,true,10,8,"Nominated as ""Spell Most Likely to Make Your Opponent Punch the Wall.""",,CS1_113,Mind Control,PRIEST,FREE,,CORE,Take control of an enemy minion.,SPELL,,Unlocked at Level 49.,,Unlocked at Level 10.,0,,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daren Bader,3,NEUTRAL,true,5,1371,This Kodo is so big that he can stampede by <i>himself</i>.,5,NEW1_041,Stampeding Kodo,NEUTRAL,RARE,,EXPERT1,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,MINION,BATTLECRY,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kan Liu,8,MAGE,true,8,38463,"That's short for ""Anomnomnomnomalus"".",6,OG_120,Anomalus,MAGE,LEGENDARY,,OG,<b>Deathrattle:</b> Deal 8 damage to all minions.,MINION,DEATHRATTLE,,ELEMENTAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daren Bader,,PALADIN,true,3,40634,Now we know why they wear tiny watches.,,CFM_905,Small-Time Recruits,PALADIN,EPIC,,GANGS,"[x]Draw three 1-Cost
minions from your deck.",SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyson Murphy,5,NEUTRAL,true,10,38496,"Has not been able to get ""Under the Sea"" out of his head for like FIVE THOUSAND YEARS.",7,OG_133,"N'Zoth, the Corruptor",NEUTRAL,LEGENDARY,DEATHRATTLE,OG,<b>Battlecry:</b> Summon your <b>Deathrattle</b> minions that died this game.,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Graciano,,PALADIN,true,3,679,"This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!",,EX1_349,Divine Favor,PALADIN,RARE,,EXPERT1,Draw cards until you have as many in hand as your opponent.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,6,NEUTRAL,true,7,38944,"When C'thun went to sleep, he checked under his bed for Hogger.",6,OG_318,"Hogger, Doom of Elwynn",NEUTRAL,LEGENDARY,TAUNT,OG,"Whenever this minion takes damage, summon a 2/2 Gnoll with <b>Taunt</b>.",MINION,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Zemskov,4,PALADIN,true,3,2069,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",3,GVG_101,Scarlet Purifier,PALADIN,RARE,DEATHRATTLE,GVG,<b>Battlecry:</b> Deal 2 damage to all minions with <b>Deathrattle</b>.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren Mahy,2,NEUTRAL,true,2,2043,"If you hear someone yell, ""Cannonball!"" you're about to get wet. Or crushed.",3,GVG_075,Ship's Cannon,NEUTRAL,COMMON,,GVG,"After you summon a Pirate, deal 2 damage to a random enemy.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Magdalina,,PRIEST,true,8,42009,Bingo! Minion DNA!,,UNG_854,Free From Amber,PRIEST,RARE,DISCOVER,UNGORO,<b>Discover</b> a minion that costs (8) or more. Summon it.,SPELL,,,,,,,,,,,1,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,2,PALADIN,true,2,41139,Murloc hydrologists are pretty rare.  Most murloc undergrads pick computer science.,2,UNG_011,Hydrologist,PALADIN,COMMON,DISCOVER,UNGORO,<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>.,MINION,BATTLECRY,,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECRET,,,,,,,,,,,,,,,,
Dave Allsop,4,NEUTRAL,true,4,40289,#abs,4,CFM_063,Kooky Chemist,NEUTRAL,COMMON,,GANGS,<b>Battlecry:</b> Swap the Attack and Health of a minion.,MINION,BATTLECRY,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabor Szikszai,4,NEUTRAL,true,9,1186,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",12,EX1_572,Ysera,NEUTRAL,LEGENDARY,,EXPERT1,"At the end of your turn, add a Dream Card to your hand.",MINION,,,DRAGON,,,,,,,,,,true,,,,,,,,,,,DREAM_01,DREAM_02,DREAM_03,DREAM_04,DREAM_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,6,PRIEST,true,5,1931,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",2,GVG_014,Vol'jin,PRIEST,LEGENDARY,,GVG,<b>Battlecry:</b> Swap Health with another minion.,MINION,BATTLECRY,,,,0,,,,Swap Health.,,,,true,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Prescott,1,NEUTRAL,true,1,389,Don't bother asking her out on a date.  She'll shoot you down.,1,CS2_189,Elven Archer,NEUTRAL,FREE,,CORE,<b>Battlecry:</b> Deal 1 damage.,MINION,BATTLECRY,Unlocked at Druid Level 57.,,,,,,,Deal 1 damage.,,,,,HORDE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Horsley,6,SHAMAN,true,6,189,He can never take a bath. Ewww.,5,CS2_042,Fire Elemental,SHAMAN,FREE,,CORE,<b>Battlecry:</b> Deal 3 damage.,MINION,BATTLECRY,Unlocked at Level 49.,ELEMENTAL,Unlocked at Level 10.,,,,,Deal 3 damage.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,5,WARRIOR,true,6,2021,She has three shieldbearers in her party to supply her with back ups when she gets low on durability.,5,GVG_053,Shieldmaiden,WARRIOR,RARE,,GVG,<b>Battlecry:</b> Gain 5 Armor.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Moeller,5,NEUTRAL,true,8,2082,"When Sneed was defeated in the Deadmines, his shredder was sold at auction to an anonymous buyer. (Probably Hogger.)",7,GVG_114,Sneed's Old Shredder,NEUTRAL,LEGENDARY,,GVG,<b>Deathrattle:</b> Summon a random <b>Legendary</b> minion.,MINION,DEATHRATTLE,,MECHANICAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
